location	Seelow	52.5342	14.3829
location	Sinana	7.0674	40.2151
location	Siskiyou, California	41.7743	-122.577
location	Srbobran	45.5522	19.8017
location	Sroda Wielko	52.2291	17.2761
location	St. Albert, Alberta	53.6303	-113.6258
location	St. John, Washington	47.0903	-117.582
location	St. Rosa, Minnesota	45.7333	-94.7167
location	Santa Rosa	-40.1678	-72.5929
location	Streatley	51.523	-1.15
location	Striegistal	50.9917	13.1861
location	Sturminster, Dorset	50.92	-2.3
location	Sutton Scotney	51.1528	-1.3393
location	Svalov	55.9129	13.1018
location	Šuljam	45.0872	19.6697
location	Sutherland	-32.3936	20.6614
location	Sutton Scotney, Hampshire	51.1542	-1.3358
location	Dechenhausen	50.2551	7.7275
location	Terrington St Clement, Norfolk	52.7546	0.2948
location	Tiegem	50.8086	3.4753
location	Titchmarsh	52.4057	0.4974
location	Titchmarsh, Northamptonshire	52.404	-0.495
location	Tripp, South Dakota	43.225	-97.9653
location	Turija, Srbobran	45.5375	19.8572
location	Turija	44.5244	21.6403
location	Walla Walla, Washington	46.0646	-118.3430
location	Wallingford, Oxfordshire	51.599	-1.125
location	Wattisham	52.1248	0.9391
location	Wareham, Dorset	50.685	-2.108
location	Warsaw, Virginia	37.9575	-76.7583
location	Weedsport, New York	43.05	-76.5667
location	Weißensee	52.5539	13.4675
location	Welbourn	53.0739	-0.5551
location	Wichita, Kansas	37.6889	-97.3361
location	Wolferton, Norfolk	52.8276	0.4595
location	Woodland, California	38.6786	-121.7733
location	Wool, Dorset	50.68	-2.223
location	Wattisham	52.1253	0.9387
location	West Wickham	51.3758	0.0149
location	Whittlesford	52.1134	0.1512
location	Western Cape	-33.2278	21.8569
location	Welbourne, Lincolnshire	53.0754	-0.5588
location	Werbig	52.5305	11.5440
location	York, North Yorkshire	53.95	-1.0833
location	Zwevegem	50.8	3.3333
location	Newton	52.3976	-1.2231
location	Ouplaas	-34.3667	20.4333
location	Moselsürsch	50.2602	7.4236
location	Louville	48.3278	1.7882
Country	Czechia	50.0878	14.4205
Country	UK	55.3781	-3.436
Country	Lesotho	-29.61	28.2336
Country	Kenya	-0.0236	37.9062
Country	Ethiopia	9.145	40.4897
Country	Azerbaijan	40.1431	47.5769
Country	Sweden	60.1282	18.6435
Country	Uzbekistan	41.3775	64.5853
Country	Denmark	56.2639	9.5018
Country	Italy	41.8719	12.5674
Country	Spain	40.4637	-3.7492
Country	France	46.6034	1.8883
Country	Germany	51.1657	10.4515
Country	Poland	51.9194	19.1451
Country	Serbia	44.0165	21.0059
Country	Croatia	45.1	15.2
Country	Hungary	47.1625	19.5033
Country	Romania	45.9432	24.9668
Country	South Africa	-30.5595	22.9375
Country	Pakistan	30.3753	69.3451
Country	China	35.8617	104.1954
Country	Canada	56.1304	-106.3468
Country	Chile	-35.6751	-71.543
